90,25,-1,94303,4,No,Yes,1,3,advance,No,No,2.3
91,55,30,90277,4,Yes,No,1,2,graduate,No,No,5.6
92,35,10,94105,4,No,No,1,3,advance,No,No,1.1
93,43,19,94305,3,No,No,1,2,graduate,No,No,0.6
94,60,34,94550,2,No,No,114,3,advance,Yes,No,1.7
95,65,39,92612,1,No,No,1,1,undergraduate,No,No,2
96,38,12,95617,4,No,No,1,3,advance,No,No,0.2
97,41,15,95014,1,No,No,1,1,undergraduate,No,No,5.2
98,54,28,92121,1,No,No,1,1,undergraduate,No,No,2.9
99,49,23,92374,1,No,No,1,1,undergraduate,No,No,0.3
100,66,41,91711,3,No,No,1,3,advance,No,No,0.1
101,48,23,94080,1,No,No,1,1,undergraduate,No,No,1.2
102,61,36,94608,3,No,No,1,2,graduate,No,No,1.3
103,53,23,93555,3,No,Yes,96,3,advance,No,No,1
104,43,18,95670,2,No,No,1,2,graduate,No,No,0.3
105,56,32,93311,4,No,Yes,78,1,undergraduate,No,No,1.3
106,24,0,94704,3,No,No,1,2,graduate,Yes,No,0.1
107,43,17,92717,4,No,Yes,1,1,undergraduate,No,No,2.9
108,42,18,92037,1,No,No,54,1,undergraduate,No,No,0.7
109,33,7,95136,1,No,No,78,3,advance,No,No,0.6
110,43,17,94542,1,No,No,1,1,undergraduate,No,No,2.8
111,41,14,91330,3,No,No,1,2,graduate,No,No,1
112,62,38,94143,4,No,No,1,2,graduate,No,No,1.3
113,40,15,91775,3,No,No,147,1,undergraduate,No,No,1
114,58,34,92703,2,No,No,25,1,undergraduate,No,No,2.8
115,39,14,92354,3,No,No,1,3,advance,No,No,0.5
116,65,40,92024,3,No,No,1,2,graduate,No,No,1.8
117,54,29,92831,1,No,No,1,2,graduate,No,No,1.5
118,58,33,92833,2,No,No,94,3,advance,No,No,2.3
119,41,16,92647,3,No,No,1,1,undergraduate,No,No,3
120,32,7,94304,1,No,No,159,1,undergraduate,No,No,4.6
121,54,29,90057,2,No,No,1,3,advance,No,No,0.2
122,52,26,91711,3,No,No,1,3,advance,No,No,0.9
123,58,32,94523,2,No,Yes,1,2,graduate,No,No,0.7
124,37,13,92130,1,No,No,1,2,graduate,Yes,No,3.6
125,39,15,92121,4,No,No,38,1,undergraduate,No,No,2.4
126,60,35,91301,3,No,No,1,1,undergraduate,No,No,0.5
127,31,5,92096,2,No,Yes,24,1,undergraduate,No,No,1.3
128,34,8,92646,1,No,No,122,2,graduate,No,No,2.7
129,38,14,92182,2,No,No,1,1,undergraduate,Yes,No,0
130,41,16,92131,3,No,Yes,1,3,advance,No,No,0.5
131,28,4,94801,3,No,No,134,1,undergraduate,No,No,1.5
132,58,34,93720,4,Yes,Yes,1,2,graduate,No,Yes,7.2
133,31,1,90840,2,No,No,1,3,advance,No,No,1.75
134,30,4,90245,3,No,No,1,2,graduate,No,No,1.1
135,53,29,95035,3,No,No,1,2,graduate,No,No,1.8
136,58,33,93010,4,No,Yes,1,1,undergraduate,No,No,2.1
137,59,32,95035,4,No,No,1,2,graduate,No,No,2.5
138,49,25,95054,2,No,No,1,1,undergraduate,No,No,0.4
139,59,34,94928,3,No,Yes,1,1,undergraduate,Yes,Yes,1.5
140,59,35,93305,1,No,No,1,3,advance,No,No,1.2
141,51,25,90245,2,No,Yes,75,3,advance,No,No,0.4
142,35,11,95831,3,No,Yes,64,1,undergraduate,No,No,2
143,33,9,91770,1,No,Yes,1,3,advance,No,No,2.1
144,25,1,94117,4,No,Yes,1,1,undergraduate,No,No,1.6
145,49,23,92093,2,No,No,1,2,graduate,No,No,1.5
146,59,35,90007,1,No,Yes,1,1,undergraduate,No,No,7.4
147,46,19,94102,1,No,Yes,1,2,graduate,No,No,2.67
148,50,25,94542,4,No,No,92,3,advance,No,No,3.6
149,52,28,91423,2,No,No,37,1,undergraduate,No,No,0.4
150,48,22,93955,3,No,No,1,2,graduate,No,No,2.2
151,46,22,94107,2,No,Yes,1,1,undergraduate,No,Yes,7.5
152,26,0,92834,3,Yes,Yes,1,3,advance,No,No,6.5
153,57,32,93117,1,No,Yes,1,1,undergraduate,No,No,1.3
154,60,36,94551,2,No,Yes,1,1,undergraduate,Yes,Yes,1
155,54,29,92612,4,No,No,1,3,advance,No,No,1.3
156,24,0,94596,4,No,No,1,1,undergraduate,No,No,1.6
157,26,0,92131,4,No,Yes,1,1,undergraduate,No,No,0.4
158,41,17,94025,4,No,Yes,1,1,undergraduate,No,No,2.67
159,32,6,94720,2,No,Yes,1,3,advance,No,No,1.5
160,61,35,94545,4,No,No,1,2,graduate,Yes,No,1.7
161,29,0,95819,4,Yes,No,1,3,advance,No,No,6.5
162,61,35,95053,2,No,No,1,1,undergraduate,No,No,2.8
163,38,12,90036,1,No,No,1,1,undergraduate,No,No,2
164,28,4,91125,4,No,No,1,1,undergraduate,No,No,2.6
165,53,27,95120,2,No,No,1,1,undergraduate,Yes,No,1.1
166,27,1,94706,1,No,No,1,1,undergraduate,No,No,1.5
167,25,1,95827,3,No,No,1,2,graduate,No,No,1
168,33,9,94305,3,No,Yes,1,3,advance,No,No,0.9
169,50,26,91320,4,No,No,1,1,undergraduate,No,No,1
170,27,1,90503,4,No,Yes,1,3,advance,No,No,2.1
171,27,1,90250,2,No,No,1,1,undergraduate,No,No,2
172,52,28,95817,3,No,No,1,1,undergraduate,Yes,No,0.4
173,38,13,92717,2,No,No,1,1,undergraduate,No,No,7.8
174,58,34,90095,4,No,Yes,1,1,undergraduate,No,No,1.5
175,42,17,95503,2,Yes,No,1,2,graduate,No,No,7.9
176,45,20,91711,4,No,No,1,2,graduate,Yes,No,1.1
177,52,25,93111,3,No,No,53,2,graduate,No,No,1
178,29,3,94132,4,No,No,117,2,graduate,No,No,1.8
179,53,29,95818,4,No,Yes,1,1,undergraduate,No,No,0.2
180,62,37,91942,1,No,No,1,1,undergraduate,No,No,0.1
181,51,27,90401,2,No,No,77,3,advance,No,No,1
182,36,12,93524,4,No,No,7,2,graduate,No,No,0.7
183,24,0,95133,1,No,No,1,1,undergraduate,No,No,1.5
184,29,3,92173,3,Yes,No,1,1,undergraduate,No,No,4.1
185,52,26,92717,2,No,No,1,2,graduate,Yes,No,1.5
186,39,14,91320,1,No,No,1,3,advance,No,No,1
187,48,23,95616,1,No,Yes,1,1,undergraduate,No,No,0.3
188,46,21,94305,3,Yes,No,150,3,advance,No,No,1.9
189,64,40,91320,2,No,No,41,1,undergraduate,No,No,2.1
190,55,29,94043,2,No,No,1,1,undergraduate,No,No,1.4
191,60,36,92521,1,No,No,1,1,undergraduate,No,No,4.3
192,51,25,90404,1,No,No,58,3,advance,No,No,0.3
193,50,23,92122,1,No,No,1,2,graduate,No,No,2.67
194,48,24,93118,4,No,Yes,1,1,undergraduate,No,No,0.6
195,53,29,92697,2,No,No,1,1,undergraduate,No,No,6.8
196,34,10,94577,4,No,No,19,1,undergraduate,Yes,No,1
197,48,24,93407,1,No,Yes,1,1,undergraduate,No,No,5
198,55,31,91345,4,No,No,14,1,undergraduate,No,No,0.7
199,27,3,94123,4,No,No,15,1,undergraduate,Yes,No,0
200,36,11,92152,1,Yes,Yes,1,3,advance,No,Yes,5.1
201,32,6,91355,1,No,Yes,1,3,advance,No,No,1.9
202,35,9,94609,2,No,Yes,1,3,advance,No,No,1.4
203,30,3,94306,4,No,No,1,2,graduate,No,No,2
204,58,34,95747,4,No,No,1,1,undergraduate,No,No,2.2
205,56,31,96150,2,No,No,27,2,graduate,No,No,1.9
206,38,12,95616,4,No,Yes,23,2,graduate,No,No,1.4
207,49,25,91355,1,No,No,1,1,undergraduate,Yes,No,1
208,34,10,94115,4,No,No,1,2,graduate,No,No,0.1
209,40,16,94110,4,No,Yes,1,1,undergraduate,No,No,2.67
210,64,39,94707,4,Yes,Yes,136,1,undergraduate,No,Yes,3.1
211,51,26,92131,2,No,No,1,1,undergraduate,No,No,0
212,44,18,94720,1,No,No,1,1,undergraduate,No,No,0.2
213,46,22,91604,2,No,No,102,1,undergraduate,No,No,1.7
214,57,33,91326,1,No,No,1,1,undergraduate,No,No,7.4
215,54,28,90291,1,No,No,1,2,graduate,No,No,1.9
216,38,14,95818,2,No,Yes,120,1,undergraduate,No,No,0
217,27,3,95521,2,No,No,1,1,undergraduate,No,No,0.6
218,39,14,94305,3,No,No,1,1,undergraduate,No,No,3
219,44,20,92807,3,No,No,1,3,advance,No,No,0.3
220,56,30,94707,1,No,Yes,1,3,advance,No,No,2.2
221,32,6,92130,2,No,Yes,1,1,undergraduate,No,No,0.3
222,45,19,95051,2,No,No,1,2,graduate,No,No,1.7
223,26,2,94306,3,No,No,1,1,undergraduate,No,No,2.5
224,55,25,95014,3,No,No,1,3,advance,No,No,1
225,52,27,94305,4,No,No,16,3,advance,No,No,1.8
226,39,13,94720,1,No,Yes,1,3,advance,No,No,1.5
227,24,-1,94085,2,No,No,1,2,graduate,No,No,1.7
228,47,23,94551,2,No,Yes,1,1,undergraduate,No,Yes,7.5
229,47,22,92677,4,No,Yes,21,3,advance,Yes,Yes,1.9
230,48,24,93117,2,No,Yes,61,1,undergraduate,No,No,1.7
231,47,22,94720,1,No,No,1,2,graduate,No,No,2.8
232,35,10,94304,4,No,No,1,3,advance,No,No,2.1
233,46,19,94122,3,No,No,53,2,graduate,No,No,2.5
234,62,37,91320,4,No,No,1,1,undergraduate,No,No,1.7
235,26,1,95616,1,No,No,65,2,graduate,No,No,0.8
236,38,8,94720,4,No,No,1,3,advance,No,No,1.8
237,43,18,93407,3,No,Yes,1,3,advance,No,No,0.5
238,62,38,92521,1,No,No,1,3,advance,No,No,1.8
239,57,32,95831,3,No,Yes,1,1,undergraduate,No,No,0.2
240,28,3,94112,4,No,No,1,2,graduate,No,No,1.7
241,51,26,90089,1,No,No,80,1,undergraduate,No,No,1.2
242,48,22,91711,1,No,Yes,1,3,advance,No,No,1.4
243,41,16,94005,1,No,No,135,3,advance,No,No,3.7
244,65,39,90095,3,Yes,No,22,3,advance,No,Yes,7.9
245,41,17,94025,4,No,No,5,1,undergraduate,No,No,0.8
246,35,11,92614,2,No,No,1,2,graduate,No,No,1
247,38,14,94025,2,No,Yes,1,3,advance,No,No,0.6
248,53,29,92626,4,Yes,No,32,2,graduate,Yes,Yes,2.7
249,55,29,92121,2,No,Yes,128,1,undergraduate,No,No,1.4
250,26,1,90089,3,No,Yes,34,3,advance,No,No,2.6
251,30,6,94305,3,No,No,37,2,graduate,No,No,1
252,54,28,92182,2,Yes,No,152,2,graduate,No,No,6.2
253,65,40,91711,3,No,Yes,1,1,undergraduate,No,No,2.2
254,47,21,94583,1,No,No,1,1,undergraduate,No,No,0
255,65,41,91942,3,Yes,No,40,3,advance,No,No,3.9
256,66,40,92103,2,No,Yes,56,3,advance,No,No,0.7
257,26,0,92697,4,No,Yes,1,3,advance,No,No,2.3
258,66,41,92691,3,No,Yes,1,1,undergraduate,No,No,0.5
259,35,9,95747,4,No,No,1,1,undergraduate,No,No,0.3
260,56,30,94107,1,No,No,4,1,undergraduate,No,No,1.4
261,51,27,92407,1,No,Yes,1,1,undergraduate,No,No,0
262,42,16,93106,2,Yes,No,122,3,advance,No,No,1.2
263,49,23,90245,1,No,Yes,1,3,advance,No,Yes,0.3
264,27,1,92121,4,No,Yes,33,2,graduate,No,No,1.8
265,45,19,90840,2,No,No,1,1,undergraduate,No,No,0.7
266,49,23,94305,4,No,No,21,3,advance,Yes,No,0.6
267,63,38,94720,2,No,No,1,1,undergraduate,No,No,1.5
268,47,22,90504,1,No,No,56,1,undergraduate,No,No,2.9
269,64,39,94002,1,No,No,1,1,undergraduate,No,No,2.5
270,43,13,95039,1,No,No,1,3,advance,No,No,0.75
271,60,36,94063,4,No,No,1,1,undergraduate,No,No,2.2
272,40,14,94923,4,No,No,1,2,graduate,No,No,1.4
273,29,3,95023,4,No,Yes,71,1,undergraduate,No,No,0.2
274,41,16,90095,3,No,No,1,3,advance,No,No,0.5
275,30,5,95616,4,No,Yes,1,1,undergraduate,Yes,No,2.2
276,49,24,94706,4,No,No,1,3,advance,Yes,No,1.8
277,30,5,90058,4,No,No,31,3,advance,No,No,0.5
278,29,2,92126,4,No,No,1,3,advance,No,No,1
279,50,26,91125,4,No,No,1,1,undergraduate,No,No,1
280,39,14,94577,2,No,No,1,1,undergraduate,No,No,3.9
281,33,8,92121,4,No,No,77,3,advance,No,No,2.1
282,57,31,94118,4,No,Yes,1,3,advance,No,No,2.6
283,34,9,91711,4,No,No,1,3,advance,No,No,0.7
284,61,36,90029,3,No,No,1,2,graduate,Yes,No,0.5
285,44,19,92806,3,No,No,1,3,advance,No,No,0.5
286,40,13,94305,3,No,No,1,2,graduate,No,No,2.33
287,51,25,94806,3,No,No,49,2,graduate,No,No,0.6
288,37,12,92110,3,No,Yes,1,2,graduate,No,No,0.7
289,44,19,94306,2,Yes,No,162,3,advance,Yes,Yes,4.3
290,42,15,92121,3,No,Yes,1,2,graduate,No,No,1
291,51,25,92373,1,No,No,1,1,undergraduate,No,No,4.9
292,43,16,90089,3,No,No,13,2,graduate,No,No,0.67
293,30,5,94542,4,No,Yes,47,1,undergraduate,No,No,0.8
294,45,19,90095,4,No,No,1,3,advance,No,No,2.6
295,35,9,94536,1,No,No,1,1,undergraduate,No,No,2
296,60,34,94304,2,No,Yes,1,3,advance,No,No,1.7
297,34,9,90623,1,No,No,1,1,undergraduate,No,No,0
298,55,25,93720,3,No,No,1,3,advance,No,No,1.4
299,43,19,92069,2,No,No,1,1,undergraduate,No,No,3.2
300,41,15,90057,1,Yes,No,1,3,advance,No,Yes,5.5
301,34,9,92843,4,No,No,1,1,undergraduate,Yes,No,1.3
302,65,39,92120,2,No,No,95,1,undergraduate,No,No,6.9
303,45,21,94550,2,No,No,1,1,undergraduate,No,No,7.5
304,49,25,95605,4,Yes,No,176,1,undergraduate,No,No,3
305,48,23,90740,1,No,No,1,1,undergraduate,No,No,0.1
306,60,35,91207,1,No,No,42,1,undergraduate,No,No,1.3
307,55,29,92373,3,No,Yes,1,1,undergraduate,No,No,0.8
308,42,18,90401,1,No,No,1,3,advance,No,No,1.4
309,32,8,94720,2,No,Yes,1,1,undergraduate,No,Yes,4.33
310,62,38,95929,1,No,No,1,1,undergraduate,Yes,No,3.8
311,57,32,90277,4,No,Yes,1,1,undergraduate,No,No,0.9
312,52,26,94550,1,No,No,79,1,undergraduate,No,No,7.3
313,36,6,91741,1,No,No,1,3,advance,Yes,No,0.67
314,34,9,93720,3,No,Yes,1,1,undergraduate,No,No,2.3
315,63,37,93437,2,No,No,1,3,advance,No,No,0.7
316,24,-2,90630,3,No,No,1,3,advance,No,No,0.3
317,57,31,95054,1,Yes,No,1,2,graduate,No,No,1.6
318,40,16,91335,2,Yes,No,1,2,graduate,No,No,4.2
319,27,2,95670,4,No,No,93,3,advance,No,No,1.8
320,65,39,90034,3,No,Yes,1,2,graduate,No,No,0.7
321,60,34,90266,1,No,No,119,2,graduate,No,No,0.8
322,44,20,92717,3,Yes,No,8,2,graduate,No,No,4.4
323,63,39,92007,1,Yes,No,1,1,undergraduate,Yes,Yes,3.9
324,59,34,90034,1,Yes,No,1,1,undergraduate,No,No,4.4
325,56,30,90089,4,Yes,No,1,1,undergraduate,No,No,6.1
326,54,28,95039,1,No,Yes,1,2,graduate,No,No,1.9
327,52,27,95616,1,No,Yes,1,3,advance,No,Yes,1.3
328,58,32,91330,2,No,No,164,1,undergraduate,No,No,2
329,60,35,94110,3,No,Yes,1,2,graduate,No,No,0.5
330,28,4,90064,1,No,No,1,1,undergraduate,No,No,6.33
331,54,30,92374,4,No,No,1,2,graduate,No,No,1
332,32,6,94115,3,No,No,1,1,undergraduate,No,No,1
333,59,33,95630,1,No,No,1,2,graduate,No,No,0.8
334,63,38,92407,1,No,No,1,1,undergraduate,No,No,2.5
335,48,23,95053,1,No,No,1,2,graduate,No,No,1.3
336,56,32,95827,2,No,Yes,157,1,undergraduate,No,Yes,0.3
337,36,12,95051,3,No,No,1,2,graduate,No,No,2.6
338,57,27,94117,1,No,No,1,3,advance,No,No,1.4
339,29,3,93657,2,No,No,163,1,undergraduate,No,No,2
340,39,13,92110,4,No,No,1,2,graduate,No,No,1.4
341,59,34,93524,1,No,Yes,1,1,undergraduate,No,No,2.6
342,31,6,92038,4,No,No,90,2,graduate,No,No,2
343,43,19,91304,2,No,Yes,1,1,undergraduate,No,No,3.3
344,35,5,93407,1,No,No,25,3,advance,No,No,0.67
345,54,24,92606,3,No,Yes,56,3,advance,No,No,1.4
346,51,27,92192,4,No,No,5,2,graduate,Yes,No,0.5
347,44,19,90745,3,No,No,1,2,graduate,No,No,2.7
348,25,0,94305,2,No,Yes,1,3,advance,Yes,Yes,1.6
349,40,15,95060,4,Yes,Yes,1,1,undergraduate,No,Yes,6.6
350,26,2,93407,2,Yes,No,50,1,undergraduate,No,No,3
351,39,14,94301,1,No,No,1,3,advance,Yes,No,1
352,28,4,92182,4,Yes,No,1,2,graduate,No,No,5.3
353,52,28,92692,4,No,Yes,1,2,graduate,No,No,1
354,53,29,95818,4,No,No,1,2,graduate,No,No,1.1
355,44,20,90277,2,No,No,166,1,undergraduate,No,No,1.4
356,43,19,92101,3,No,Yes,1,3,advance,No,No,0.3
357,56,30,94704,2,No,No,13,3,advance,No,No,0.4
358,38,14,94610,1,No,No,7,2,graduate,No,No,2
359,30,6,94539,2,No,No,1,1,undergraduate,No,No,4.33
360,32,6,93106,1,No,No,1,3,advance,No,No,1.9
361,35,10,94539,4,No,No,1,1,undergraduate,No,No,1.3
362,43,19,90254,2,No,No,1,1,undergraduate,No,No,7.5
363,58,32,94590,2,No,Yes,131,1,undergraduate,No,No,1.4
364,25,0,92691,2,No,No,1,2,graduate,No,No,1.7
365,54,24,92028,3,No,Yes,63,3,advance,No,No,1
366,57,32,90089,1,Yes,No,170,2,graduate,No,No,6.8
367,50,24,92717,1,No,No,1,3,advance,No,No,0.3
368,32,8,95054,2,No,No,84,2,graduate,No,No,2
369,63,37,92054,2,No,No,72,3,advance,No,No,1
370,31,6,95051,2,No,Yes,1,1,undergraduate,No,No,2.5
371,36,12,92101,4,No,No,62,1,undergraduate,No,No,1
372,58,34,92029,4,No,No,1,1,undergraduate,No,No,0.7
373,56,30,93105,4,No,No,83,2,graduate,No,No,0.7
374,49,25,90291,4,No,Yes,32,1,undergraduate,No,No,1
375,30,5,91941,2,No,No,107,1,undergraduate,No,No,3.1
376,33,7,92346,3,No,No,1,1,undergraduate,No,No,1.6
377,45,21,94304,3,No,No,1,1,undergraduate,No,No,0.7
378,30,5,94402,4,No,No,1,2,graduate,No,No,2
379,47,23,94618,2,No,No,1,3,advance,No,No,2.1
380,25,0,92093,2,No,No,1,2,graduate,No,No,1.7
381,63,33,94305,1,No,Yes,1,3,advance,No,No,1.5
382,55,29,95616,2,No,Yes,1,3,advance,No,No,2.3
383,65,41,94904,4,Yes,Yes,1,1,undergraduate,No,No,2
384,44,18,94608,1,No,No,1,1,undergraduate,No,No,0.2
385,51,25,93077,4,No,Yes,1,3,advance,No,No,0.6
386,35,9,93943,3,No,No,1,1,undergraduate,No,No,0.9
387,30,5,95051,4,No,No,1,2,graduate,No,No,1.7
388,31,5,95482,4,No,No,1,2,graduate,No,No,1.8
389,54,30,95814,4,Yes,No,1,3,advance,No,No,3.4
390,45,20,90024,1,No,Yes,1,1,undergraduate,No,No,7
391,45,19,92521,1,No,No,1,1,undergraduate,No,No,0.2
392,58,32,94080,3,No,Yes,1,3,advance,No,No,0.3
393,54,29,91709,4,No,No,1,3,advance,No,No,1.8
394,53,28,90095,4,No,Yes,31,3,advance,Yes,Yes,0.1
395,33,9,91311,4,No,Yes,1,1,undergraduate,No,No,3.4
396,60,35,94509,2,No,No,1,1,undergraduate,No,No,2.8
397,50,24,93023,4,No,No,1,1,undergraduate,No,No,0.1
398,26,2,90503,3,No,No,1,2,graduate,No,No,0.7
399,54,30,94608,2,No,No,1,1,undergraduate,No,No,0.4
400,28,3,90024,4,No,Yes,1,1,undergraduate,No,No,0.2
401,36,10,94542,3,Yes,No,1,1,undergraduate,No,No,6.6
402,29,2,95747,4,No,Yes,33,2,graduate,No,No,1.5
403,54,28,91604,1,No,Yes,51,1,undergraduate,No,Yes,4.9
404,55,30,92647,2,No,No,1,2,graduate,No,No,1.9
405,61,36,92866,3,No,No,89,2,graduate,No,No,0.5
406,36,11,90245,1,No,Yes,140,1,undergraduate,Yes,Yes,3.8
407,45,19,92354,1,No,No,1,1,undergraduate,No,No,2.4
408,64,40,93437,1,No,No,1,3,advance,No,No,1.8
409,60,36,91745,2,No,No,1,1,undergraduate,No,No,2.8
410,49,22,90019,1,No,No,44,2,graduate,No,No,2.67
411,47,23,94111,2,No,Yes,1,1,undergraduate,No,No,3.3
412,60,36,92182,4,No,No,1,3,advance,Yes,No,2.3
413,45,20,93311,4,No,No,1,3,advance,No,No,1.9
414,32,7,92407,3,No,No,1,1,undergraduate,No,No,2.3
415,52,28,94309,3,No,Yes,1,2,graduate,No,No,1.9
416,35,8,93106,4,No,No,43,2,graduate,No,No,1
417,40,15,94304,2,No,No,1,1,undergraduate,No,No,0.4
418,53,29,90073,4,No,No,1,2,graduate,No,No,1
419,27,0,90089,4,No,No,1,3,advance,No,No,1
420,58,33,94501,4,No,Yes,1,1,undergraduate,No,No,2.1
421,47,22,93105,4,No,Yes,1,3,advance,No,No,3.6
422,28,3,92333,4,Yes,No,1,2,graduate,No,No,3.1
423,46,20,91380,2,No,No,1,1,undergraduate,Yes,Yes,6.3
424,43,19,95616,2,No,No,1,1,undergraduate,No,No,7.5
425,56,30,92029,1,No,No,1,1,undergraduate,No,No,0.2
426,28,3,90505,4,No,No,1,1,undergraduate,No,No,0.8
427,42,18,92182,3,No,Yes,1,1,undergraduate,No,No,2.33
428,32,7,92521,3,No,Yes,36,1,undergraduate,No,No,1.3
429,62,38,94720,2,No,Yes,36,1,undergraduate,No,No,1
430,37,13,94998,4,No,No,1,2,graduate,No,No,0.1
431,51,26,94086,1,No,No,75,3,advance,No,No,1.3
